Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,300,340.5,1,0,1,17,3,38,38,148.353,134.941,110.765,6.76951,6.86586,6.93622, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,413,341,1,0,1,46,5,34,54,160.739,138.543,109.609,11.7003,10.6745,8.72764, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,289.6,337.3,1,0,1,17,3,30,31,142.471,126.706,111.294,10.1338,9.969,10.0017, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,124.25,337.75,1,0,1,39,4,36,36,144.513,130.487,108.897,14.8414,14.0696,13.3575, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,299,332.5,1,0,1,17,3,42,30,137.824,128.882,109.059,10.8711,11.058,9.92762, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,222,333.5,1,0,1,34,4,36,36,138.059,123.588,104.441,15.5298,15.0715,13.825, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,334,333,1,0,1,38,4,34,38,146.421,129.421,108.132,13.0255,12.3431,12.5921, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,205.5,324.5,1,0,1,32,3,32,36,141.75,126,107.031,14.2027,13.525,13.426, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,115,320.5,1,0,1,22,4,34,39,152.455,135.5,115.455,15.5187,13.2539,12.2764, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,344,320,1,0,1,29,4,32,43,150.586,131.172,109.172,13.4,12.3291,11.0484, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,293.5,318.5,1,0,1,28,3,30,34,138.714,122.929,105.75,13.0885,13.13,12.4631, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,213.5,317,1,0,1,23,3,30,30,144,129.391,113.652,12.5946,12.0679,12.6194, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,154.5,308.5,1,0,1,24,3,30,34,146.333,129.417,112.208,13.9443,13.3252,13.1962, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,379,308.5,1,0,1,61,5,34,51,158.066,137.23,109.721,14.1609,11.5246,9.88382, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,205.5,303,1,0,1,24,3,38,34,143.5,130.833,109.917,9.45577,9.23947,8.79378, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,100.5,303.5,1,0,1,28,3,32,31,147.071,133,116.964,11.9248,11.1489,11.3905, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,149.5,300.5,1,0,1,29,3,32,35,148.655,132.793,114.828,11.423,10.7746,10.4397, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,73,292,1,0,1,29,4,32,45,160.966,142.379,121.276,11.5878,9.612,8.43661, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,94.5,280,1,0,1,22,3,36,31,152.182,141.455,123.955,11.5814,11.3824,11.2224, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,233.5,278.5,1,0,1,28,3,38,33,132.286,121.214,102.214,12.7591,13.5793,13.0664, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,311.75,278.25,1,0,1,37,4,32,36,146.162,129.243,110.405,13.5472,13.0122,12.1585, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,159.5,272,1,0,1,34,4,36,27,138.147,128.088,111.529,16.8729,15.8252,15.0005, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,113.25,266.75,1,0,1,36,4,28,37,172.944,157.806,145.111,12.1479,10.8399,9.81532, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,354.5,261,1,0,1,43,4,36,48,157.233,138.884,111.233,12.6576,10.6911,9.89169, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,144.75,260.25,1,0,1,23,3,32,31,145.522,132.348,115.957,14.7931,13.5546,13.6679, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,158.75,255.25,1,0,1,24,3,36,29,145.792,135.292,117.875,11.5553,10.817,10.4177, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,184,253.5,1,0,1,35,4,36,26,135.943,126,111.371,17.3828,15.9035,15.2249, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,236.75,238.25,1,0,1,19,3,38,25,139,130.263,113.842,8.9273,8.64228,8.76133, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,191,235.5,1,0,1,33,4,36,30,142.121,130.333,111.909,15.5992,14.9754,14.1641, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,361.5,235,1,0,1,52,5,34,52,158.731,137.154,109.712,17.5182,14.2859,11.6669, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,82,232,1,0,1,49,5,32,42,169.041,153.327,134.735,17.6218,14.9538,12.9365, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,264.7,229.1,1,0,1,22,3,30,31,145.364,128.955,114.045,11.0433,10.7955,10.8094, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,291.5,226.5,1,0,1,30,3,30,39,152.633,134.633,116.067,11.068,10.9314,10.3486, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,148,221,1,0,1,38,4,36,35,146.395,131.526,111.395,17.1775,15.7233,15.3976, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,148,211.5,1,0,1,34,4,34,34,147.294,133.059,113.559,13.9627,12.9778,11.9818, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,165,206,1,0,1,39,4,36,31,144.231,132.205,113.077,14.9862,14.1854,13.0264, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,426,205.5,1,0,1,88,6,34,63,171.682,149.08,117.557,15.2968,11.6581,9.33784, "2016-06-12 [上午4:17:45]: no comment"
"Z:\Documents\NTU_CKLab\ColonyCounterGroup\colony_algorithm_lab\colony-algorithm\data\3\6_123.png", 1,303.5,197,1,0,1,46,4,30,42,160.087,141.326,121.783,16.5659,14.8141,13.6593, "2016-06-12 [上午4:17:45]: no comment"
